logid,timestamp,workorderid_fk,productid_fk,machineid_fk,operatorid_fk,inputquantity,outputgoodquantity,outputdefectquantity,machinestatus,reworkflag,notes
1030,2025-01-25 02:48:13,WO-250104180000-861,FPC_SL_PI18,ETCH01,OP004,7966,7442,524,RUNNING,False,
1031,2025-02-01 15:47:36,WO-250104180000-861,FPC_SL_PI18,AOI_FPC01,OP004,7442,7392,50,RUNNING,False,
1032,2025-02-08 22:22:15,WO-250104180000-861,FPC_SL_PI18,TEST_E_FPC01,OP003,7392,7219,173,RUNNING,False,
1033,2025-01-09 07:22:07,WO-250105180000-345,ASSY01_FPC_SL_PI18,SMT_LINE1_PLACE,OP001,239,235,4,RUNNING,False,
1034,2025-01-09 19:40:03,WO-250105180000-345,ASSY01_FPC_SL_PI18,SMT_LINE1_REFLOW,OP002,235,234,1,RUNNING,False,
1035,2025-01-10 05:50:38,WO-250105180000-345,ASSY01_FPC_SL_PI18,AOI_ASSY01,OP001,234,221,13,RUNNING,False,
1036,2025-01-10 16:32:30,WO-250105180000-345,ASSY01_FPC_SL_PI18,TEST_FUNC_ASSY01,OP001,221,220,1,RUNNING,False,
1037,2025-02-19 21:12:37,WO-250105180000-769,MODULE_SENSOR_A,SMT_LINE1_PLACE,OP003,6578,6447,131,RUNNING,False,
1038,2025-04-03 03:12:03,WO-250105180000-769,MODULE_SENSOR_A,SMT_LINE1_REFLOW,OP001,6447,6429,18,RUNNING,False,
1039,2025-05-07 15:12:43,WO-250105180000-769,MODULE_SENSOR_A,AOI_ASSY01,OP004,6429,6374,55,DOWN,False,
1040,2025-06-13 00:34:13,WO-250105180000-769,MODULE_SENSOR_A,TEST_FUNC_ASSY01,OP005,6374,6361,13,RUNNING,False,
1041,2025-01-09 12:05:09,WO-250105180000-170,ASSY01_FPC_SL_PI18,SMT_LINE1_PLACE,OP005,329,320,9,RUNNING,False,
1042,2025-01-10 06:01:22,WO-250105180000-170,ASSY01_FPC_SL_PI18,SMT_LINE1_REFLOW,OP002,320,314,6,RUNNING,False,
1043,2025-01-10 20:38:13,WO-250105180000-170,ASSY01_FPC_SL_PI18,AOI_ASSY01,OP003,314,313,1,RUNNING,False,
1044,2025-01-11 11:17:56,WO-250105180000-170,ASSY01_FPC_SL_PI18,TEST_FUNC_ASSY01,OP001,313,309,4,RUNNING,False,
1045,2025-01-23 10:18:12,WO-250106170000-308,MODULE_SENSOR_A,SMT_LINE1_PLACE,OP004,2590,2555,35,RUNNING,False,
1046,2025-02-03 23:47:56,WO-250106170000-308,MODULE_SENSOR_A,SMT_LINE1_REFLOW,OP003,2555,2549,6,RUNNING,False,
1047,2025-02-18 11:22:04,WO-250106170000-308,MODULE_SENSOR_A,AOI_ASSY01,OP003,2549,2543,6,RUNNING,False,
1048,2025-03-04 15:01:42,WO-250106170000-308,MODULE_SENSOR_A,TEST_FUNC_ASSY01,OP005,2543,2497,46,RUNNING,False,
1049,2025-01-18 05:15:59,WO-250102170000-905,FPC_ML4_MPI12,LAMINATE01,OP005,2289,2182,107,RUNNING,False,
1050,2025-01-27 19:17:28,WO-250102170000-905,FPC_ML4_MPI12,ETCH01,OP003,2182,2126,56,RUNNING,False,
1051,2025-02-04 02:38:03,WO-250102170000-905,FPC_ML4_MPI12,DRILL_LASER01,OP001,2126,2064,62,RUNNING,False,
1052,2025-02-13 07:41:45,WO-250102170000-905,FPC_ML4_MPI12,AOI_FPC01,OP003,2064,1966,98,RUNNING,False,
1053,2025-02-20 14:29:40,WO-250102170000-905,FPC_ML4_MPI12,TEST_E_FPC01,OP005,1966,1872,94,RUNNING,False,
1054,2025-01-25 19:15:55,WO-250102170000-968,FPC_DL_PI35,LAMINATE01,OP005,9919,9623,296,RUNNING,False,
1055,2025-02-12 17:03:25,WO-250102170000-968,FPC_DL_PI35,ETCH01,OP005,9623,9566,57,RUNNING,False,
1056,2025-03-04 02:40:41,WO-250102170000-968,FPC_DL_PI35,DRILL_LASER01,OP005,9566,9332,234,RUNNING,False,
1057,2025-03-19 05:33:01,WO-250102170000-968,FPC_DL_PI35,AOI_FPC01,OP001,9332,9074,258,RUNNING,False,
1058,2025-04-09 00:46:07,WO-250102170000-968,FPC_DL_PI35,TEST_E_FPC01,OP005,9074,8945,129,RUNNING,False,
1059,2025-01-10 03:55:31,WO-250104180000-646,FPC_SL_LCP9_HF,LAMINATE01,OP002,233,232,1,RUNNING,False,
1060,2025-01-10 12:36:17,WO-250104180000-646,FPC_SL_LCP9_HF,ETCH01,OP005,232,225,7,RUNNING,False,
1061,2025-01-10 21:11:21,WO-250104180000-646,FPC_SL_LCP9_HF,AOI_FPC01,OP001,225,210,15,RUNNING,False,
1062,2025-01-11 05:31:30,WO-250104180000-646,FPC_SL_LCP9_HF,TEST_E_FPC01,OP001,210,203,7,RUNNING,False,
1063,2025-01-16 07:35:43,WO-250104180000-484,FPC_SL_PI18,LAMINATE01,OP004,6565,6415,150,RUNNING,False,
1064,2025-01-22 11:01:55,WO-250104180000-484,FPC_SL_PI18,ETCH01,OP003,6415,6161,254,RUNNING,False,
1065,2025-01-29 22:35:12,WO-250104180000-484,FPC_SL_PI18,AOI_FPC01,OP002,6161,6044,117,RUNNING,False,
1066,2025-02-04 21:23:24,WO-250104180000-484,FPC_SL_PI18,TEST_E_FPC01,OP005,6044,5887,157,RUNNING,False,
1067,2025-01-10 22:37:00,WO-250104180000-942,ASSY02_FPC_ML4_MPI12,SMT_LINE1_PLACE,OP002,317,316,1,RUNNING,False,
1068,2025-01-12 00:58:47,WO-250104180000-942,ASSY02_FPC_ML4_MPI12,BOND_ACF01,OP002,316,315,1,RUNNING,False,
1069,2025-01-13 03:16:17,WO-250104180000-942,ASSY02_FPC_ML4_MPI12,SMT_LINE1_REFLOW,OP005,315,314,1,RUNNING,False,
1070,2025-01-14 07:53:51,WO-250104180000-942,ASSY02_FPC_ML4_MPI12,AOI_ASSY01,OP002,314,305,9,RUNNING,False,
1071,2025-01-15 06:52:47,WO-250104180000-942,ASSY02_FPC_ML4_MPI12,TEST_FUNC_ASSY01,OP002,305,297,8,RUNNING,False,
1072,2025-01-10 13:22:06,WO-250105180000-895,FPC_SL_PI18,LAMINATE01,OP001,499,498,1,RUNNING,False,
1073,2025-01-11 07:54:19,WO-250105180000-895,FPC_SL_PI18,ETCH01,OP004,498,485,13,RUNNING,False,
1074,2025-01-12 02:29:08,WO-250105180000-895,FPC_SL_PI18,AOI_FPC01,OP003,485,461,24,RUNNING,False,
1075,2025-01-12 17:35:54,WO-250105180000-895,FPC_SL_PI18,TEST_E_FPC01,OP001,461,445,16,RUNNING,False,
1076,2025-01-11 10:25:53,WO-250106170000-489,ASSY01_FPC_SL_PI18,SMT_LINE1_PLACE,OP005,292,291,1,RUNNING,False,
1077,2025-01-12 01:55:41,WO-250106170000-489,ASSY01_FPC_SL_PI18,SMT_LINE1_REFLOW,OP001,291,285,6,RUNNING,False,
1078,2025-01-12 17:47:16,WO-250106170000-489,ASSY01_FPC_SL_PI18,AOI_ASSY01,OP005,285,278,7,RUNNING,False,
1079,2025-01-13 07:26:06,WO-250106170000-489,ASSY01_FPC_SL_PI18,TEST_FUNC_ASSY01,OP001,278,263,15,RUNNING,False,
1080,2025-01-29 01:33:16,WO-250103170000-827,ASSY02_FPC_ML4_MPI12,SMT_LINE1_PLACE,OP002,6540,6487,53,RUNNING,False,
1081,2025-02-16 01:02:26,WO-250103170000-827,ASSY02_FPC_ML4_MPI12,BOND_ACF01,OP001,6487,6474,13,RUNNING,False,
1082,2025-03-03 14:55:55,WO-250103170000-827,ASSY02_FPC_ML4_MPI12,SMT_LINE1_REFLOW,OP005,6474,6390,84,RUNNING,False,
1083,2025-03-20 23:03:21,WO-250103170000-827,ASSY02_FPC_ML4_MPI12,AOI_ASSY01,OP004,6390,6287,103,RUNNING,False,
1084,2025-04-09 17:01:47,WO-250103170000-827,ASSY02_FPC_ML4_MPI12,TEST_FUNC_ASSY01,OP003,6287,6274,13,RUNNING,False,
1085,2025-01-13 20:46:03,WO-250107170000-510,FPC_SL_PI18,LAMINATE01,OP001,2967,2872,95,RUNNING,False,
1086,2025-01-17 02:59:59,WO-250107170000-510,FPC_SL_PI18,ETCH01,OP003,2872,2822,50,RUNNING,False,
1087,2025-01-20 05:09:55,WO-250107170000-510,FPC_SL_PI18,AOI_FPC01,OP005,2822,2814,8,RUNNING,False,
1088,2025-01-23 12:49:56,WO-250107170000-510,FPC_SL_PI18,TEST_E_FPC01,OP001,2814,2808,6,RUNNING,False,
1089,2025-01-11 04:49:49,WO-250104180000-731,FPC_SL_PI18,LAMINATE01,OP003,260,258,2,RUNNING,False,
1090,2025-01-11 13:48:07,WO-250104180000-731,FPC_SL_PI18,ETCH01,OP005,258,249,9,RUNNING,False,
1091,2025-01-11 22:07:36,WO-250104180000-731,FPC_SL_PI18,AOI_FPC01,OP001,249,241,8,RUNNING,False,
1092,2025-01-12 05:13:37,WO-250104180000-731,FPC_SL_PI18,TEST_E_FPC01,OP004,241,240,1,RUNNING,False,
1093,2025-01-11 00:23:34,WO-250104180000-249,FPC_SL_LCP9_HF,LAMINATE01,OP001,102,98,4,RUNNING,False,
1094,2025-01-11 04:37:45,WO-250104180000-249,FPC_SL_LCP9_HF,ETCH01,OP001,98,97,1,RUNNING,False,
1095,2025-01-11 09:00:53,WO-250104180000-249,FPC_SL_LCP9_HF,AOI_FPC01,OP002,97,96,1,RUNNING,False,
1096,2025-01-11 13:18:32,WO-250104180000-249,FPC_SL_LCP9_HF,TEST_E_FPC01,OP004,96,93,3,RUNNING,False,
1097,2025-01-11 13:21:59,WO-250105180000-354,ASSY01_FPC_SL_PI18,SMT_LINE1_PLACE,OP003,385,383,2,RUNNING,False,
1098,2025-01-12 07:05:32,WO-250105180000-354,ASSY01_FPC_SL_PI18,SMT_LINE1_REFLOW,OP005,383,375,8,RUNNING,False,
1099,2025-01-13 02:16:20,WO-250105180000-354,ASSY01_FPC_SL_PI18,AOI_ASSY01,OP001,375,363,12,RUNNING,False,
1100,2025-01-13 18:18:13,WO-250105180000-354,ASSY01_FPC_SL_PI18,TEST_FUNC_ASSY01,OP005,363,362,1,RUNNING,False,
1101,2025-01-14 01:40:16,WO-250107170000-543,MODULE_SENSOR_A,SMT_LINE1_PLACE,OP003,427,420,7,RUNNING,False,
1102,2025-01-17 01:00:54,WO-250107170000-543,MODULE_SENSOR_A,SMT_LINE1_REFLOW,OP003,420,398,22,RUNNING,False,
1103,2025-01-19 18:15:10,WO-250107170000-543,MODULE_SENSOR_A,AOI_ASSY01,OP005,398,394,4,RUNNING,False,
1104,2025-01-22 05:00:38,WO-250107170000-543,MODULE_SENSOR_A,TEST_FUNC_ASSY01,OP002,394,393,1,RUNNING,False,
1105,2025-01-14 06:34:42,WO-250105180000-876,MODULE_SENSOR_A,SMT_LINE1_PLACE,OP003,369,363,6,RUNNING,False,
1106,2025-01-16 13:17:41,WO-250105180000-876,MODULE_SENSOR_A,SMT_LINE1_REFLOW,OP003,363,362,1,RUNNING,False,
1107,2025-01-19 10:07:20,WO-250105180000-876,MODULE_SENSOR_A,AOI_ASSY01,OP003,362,359,3,RUNNING,False,
1108,2025-01-21 16:44:01,WO-250105180000-876,MODULE_SENSOR_A,TEST_FUNC_ASSY01,OP001,359,358,1,RUNNING,False,
1109,2025-01-12 06:10:37,WO-250107170000-374,FPC_SL_PI18,LAMINATE01,OP003,407,399,8,RUNNING,False,
1110,2025-01-12 17:28:56,WO-250107170000-374,FPC_SL_PI18,ETCH01,OP001,399,381,18,RUNNING,False,
1111,2025-01-13 05:08:15,WO-250107170000-374,FPC_SL_PI18,AOI_FPC01,OP002,381,365,16,RUNNING,False,
1112,2025-01-13 17:19:38,WO-250107170000-374,FPC_SL_PI18,TEST_E_FPC01,OP002,365,349,16,RUNNING,False,
1113,2025-01-11 23:44:54,WO-250108170000-906,ASSY01_FPC_SL_PI18,SMT_LINE1_PLACE,OP004,115,112,3,RUNNING,False,
1114,2025-01-12 04:57:37,WO-250108170000-906,ASSY01_FPC_SL_PI18,SMT_LINE1_REFLOW,OP005,112,111,1,RUNNING,False,
1115,2025-01-12 10:54:28,WO-250108170000-906,ASSY01_FPC_SL_PI18,AOI_ASSY01,OP001,111,110,1,RUNNING,False,
1116,2025-01-12 15:46:30,WO-250108170000-906,ASSY01_FPC_SL_PI18,TEST_FUNC_ASSY01,OP003,110,107,3,RUNNING,False,
1117,2025-01-13 14:24:38,WO-250106170000-910,FPC_SL_LCP9_HF,LAMINATE01,OP003,457,456,1,RUNNING,False,
1118,2025-01-14 10:51:06,WO-250106170000-910,FPC_SL_LCP9_HF,ETCH01,OP001,456,440,16,RUNNING,False,
1119,2025-01-15 04:08:44,WO-250106170000-910,FPC_SL_LCP9_HF,AOI_FPC01,OP002,440,431,9,RUNNING,False,
1120,2025-01-15 21:11:54,WO-250106170000-910,FPC_SL_LCP9_HF,TEST_E_FPC01,OP002,431,430,1,RUNNING,False,
1121,2025-01-14 04:38:56,WO-250107170000-920,FPC_ML4_MPI12,LAMINATE01,OP003,314,301,13,RUNNING,False,
1122,2025-01-15 14:26:05,WO-250107170000-920,FPC_ML4_MPI12,ETCH01,OP003,301,276,25,RUNNING,False,
1123,2025-01-16 23:40:19,WO-250107170000-920,FPC_ML4_MPI12,DRILL_LASER01,OP002,276,260,16,RUNNING,False,
1124,2025-01-18 12:05:52,WO-250107170000-920,FPC_ML4_MPI12,AOI_FPC01,OP003,260,254,6,RUNNING,False,
1125,2025-01-19 15:31:09,WO-250107170000-920,FPC_ML4_MPI12,TEST_E_FPC01,OP005,254,248,6,RUNNING,False,
1126,2025-01-12 20:33:04,WO-250107170000-282,FPC_SL_LCP9_HF,LAMINATE01,OP004,59,58,1,RUNNING,False,
1127,2025-01-12 23:15:18,WO-250107170000-282,FPC_SL_LCP9_HF,ETCH01,OP005,58,56,2,RUNNING,False,
1128,2025-01-13 01:20:11,WO-250107170000-282,FPC_SL_LCP9_HF,AOI_FPC01,OP003,56,55,1,RUNNING,False,
1129,2025-01-13 03:24:03,WO-250107170000-282,FPC_SL_LCP9_HF,TEST_E_FPC01,OP001,55,54,1,RUNNING,False,
1130,2025-01-13 18:54:16,WO-250107170000-410,FPC_DL_PI35,LAMINATE01,OP003,495,485,10,RUNNING,False,
1131,2025-01-15 00:58:30,WO-250107170000-410,FPC_DL_PI35,ETCH01,OP001,485,471,14,RUNNING,False,
1132,2025-01-16 00:03:59,WO-250107170000-410,FPC_DL_PI35,DRILL_LASER01,OP003,471,454,17,RUNNING,False,
1133,2025-01-17 02:11:12,WO-250107170000-410,FPC_DL_PI35,AOI_FPC01,OP004,454,448,6,RUNNING,False,
1134,2025-01-18 04:22:16,WO-250107170000-410,FPC_DL_PI35,TEST_E_FPC01,OP003,448,447,1,RUNNING,False,
1135,2025-02-16 06:34:40,WO-250107170000-842,FPC_ML4_MPI12,LAMINATE01,OP002,9019,8531,488,DOWN,False,
1136,2025-03-24 00:09:50,WO-250107170000-842,FPC_ML4_MPI12,ETCH01,OP004,8531,8513,18,RUNNING,False,
1137,2025-04-27 19:40:07,WO-250107170000-842,FPC_ML4_MPI12,DRILL_LASER01,OP001,8513,8145,368,RUNNING,False,
1138,2025-06-01 06:24:39,WO-250107170000-842,FPC_ML4_MPI12,AOI_FPC01,OP005,8145,7843,302,RUNNING,False,
1139,2025-06-27 16:12:45,WO-250107170000-842,FPC_ML4_MPI12,TEST_E_FPC01,OP001,7843,7526,317,RUNNING,False,
1140,2025-01-13 00:10:43,WO-250109180000-930,ASSY01_FPC_SL_PI18,SMT_LINE1_PLACE,OP005,133,125,8,RUNNING,False,
1141,2025-01-13 06:16:44,WO-250109180000-930,ASSY01_FPC_SL_PI18,SMT_LINE1_REFLOW,OP004,125,123,2,RUNNING,False,
1142,2025-01-13 13:17:40,WO-250109180000-930,ASSY01_FPC_SL_PI18,AOI_ASSY01,OP003,123,121,2,RUNNING,False,
1143,2025-01-13 19:49:05,WO-250109180000-930,ASSY01_FPC_SL_PI18,TEST_FUNC_ASSY01,OP005,121,117,4,RUNNING,False,
1144,2025-01-14 05:41:27,WO-250106170000-574,FPC_DL_PI35,LAMINATE01,OP003,238,237,1,RUNNING,False,
1145,2025-01-14 17:08:11,WO-250106170000-574,FPC_DL_PI35,ETCH01,OP005,237,236,1,RUNNING,False,
1146,2025-01-15 06:58:57,WO-250106170000-574,FPC_DL_PI35,DRILL_LASER01,OP004,236,234,2,RUNNING,False,
1147,2025-01-15 18:39:28,WO-250106170000-574,FPC_DL_PI35,AOI_FPC01,OP002,234,227,7,RUNNING,False,
1148,2025-01-16 06:27:42,WO-250106170000-574,FPC_DL_PI35,TEST_E_FPC01,OP005,227,223,4,RUNNING,False,
1149,2025-01-14 08:15:33,WO-250107170000-389,FPC_SL_LCP9_HF,LAMINATE01,OP001,314,310,4,RUNNING,False,
1150,2025-01-14 22:47:18,WO-250107170000-389,FPC_SL_LCP9_HF,ETCH01,OP005,310,300,10,RUNNING,False,
1151,2025-01-15 12:57:25,WO-250107170000-389,FPC_SL_LCP9_HF,AOI_FPC01,OP002,300,299,1,RUNNING,False,
1152,2025-01-16 01:14:57,WO-250107170000-389,FPC_SL_LCP9_HF,TEST_E_FPC01,OP004,299,291,8,RUNNING,False,
1153,2025-01-25 15:12:41,WO-250108170000-926,FPC_DL_PI35,LAMINATE01,OP005,6206,5921,285,RUNNING,False,
1154,2025-02-05 03:47:51,WO-250108170000-926,FPC_DL_PI35,ETCH01,OP003,5921,5909,12,RUNNING,False,
1155,2025-02-18 13:08:28,WO-250108170000-926,FPC_DL_PI35,DRILL_LASER01,OP004,5909,5624,285,RUNNING,False,
1156,2025-03-01 13:27:47,WO-250108170000-926,FPC_DL_PI35,AOI_FPC01,OP003,5624,5574,50,RUNNING,False,
1157,2025-03-10 07:39:58,WO-250108170000-926,FPC_DL_PI35,TEST_E_FPC01,OP002,5574,5538,36,RUNNING,False,
1158,2025-01-14 00:03:34,WO-250109180000-578,FPC_SL_PI18,LAMINATE01,OP002,193,192,1,RUNNING,False,
1159,2025-01-14 06:51:56,WO-250109180000-578,FPC_SL_PI18,ETCH01,OP005,192,188,4,RUNNING,False,
1160,2025-01-14 13:52:37,WO-250109180000-578,FPC_SL_PI18,AOI_FPC01,OP002,188,184,4,RUNNING,False,
1161,2025-01-14 20:39:30,WO-250109180000-578,FPC_SL_PI18,TEST_E_FPC01,OP005,184,180,4,RUNNING,False,
1162,2025-01-14 13:43:33,WO-250110180000-855,FPC_DL_PI35,LAMINATE01,OP002,369,359,10,RUNNING,False,
1163,2025-01-15 06:54:49,WO-250110180000-855,FPC_DL_PI35,ETCH01,OP003,359,345,14,RUNNING,False,
1164,2025-01-16 04:11:14,WO-250110180000-855,FPC_DL_PI35,DRILL_LASER01,OP003,345,331,14,RUNNING,False,
1165,2025-01-17 00:39:03,WO-250110180000-855,FPC_DL_PI35,AOI_FPC01,OP005,331,327,4,RUNNING,False,
1166,2025-01-17 19:18:26,WO-250110180000-855,FPC_DL_PI35,TEST_E_FPC01,OP004,327,326,1,RUNNING,False,
1167,2025-01-15 20:54:19,WO-250107170000-808,ASSY02_FPC_ML4_MPI12,SMT_LINE1_PLACE,OP005,306,300,6,RUNNING,False,
1168,2025-01-16 19:23:23,WO-250107170000-808,ASSY02_FPC_ML4_MPI12,BOND_ACF01,OP004,300,293,7,RUNNING,False,
1169,2025-01-17 20:09:21,WO-250107170000-808,ASSY02_FPC_ML4_MPI12,SMT_LINE1_REFLOW,OP002,293,290,3,RUNNING,False,
1170,2025-01-18 20:25:13,WO-250107170000-808,ASSY02_FPC_ML4_MPI12,AOI_ASSY01,OP003,290,286,4,RUNNING,False,
1171,2025-01-19 18:11:56,WO-250107170000-808,ASSY02_FPC_ML4_MPI12,TEST_FUNC_ASSY01,OP005,286,279,7,RUNNING,False,
1172,2025-02-05 07:25:37,WO-250108170000-449,FPC_ML4_MPI12,LAMINATE01,OP003,5135,4968,167,RUNNING,False,
1173,2025-02-27 22:18:37,WO-250108170000-449,FPC_ML4_MPI12,ETCH01,OP002,4968,4749,219,RUNNING,False,
1174,2025-03-20 06:41:41,WO-250108170000-449,FPC_ML4_MPI12,DRILL_LASER01,OP003,4749,4454,295,RUNNING,False,
1175,2025-04-11 18:25:28,WO-250108170000-449,FPC_ML4_MPI12,AOI_FPC01,OP003,4454,4408,46,RUNNING,False,
1176,2025-04-27 23:18:17,WO-250108170000-449,FPC_ML4_MPI12,TEST_E_FPC01,OP002,4408,4315,93,RUNNING,False,
1177,2025-01-17 18:48:56,WO-250109180000-631,FPC_SL_PI18,LAMINATE01,OP003,2618,2612,6,RUNNING,False,
1178,2025-01-20 08:10:19,WO-250109180000-631,FPC_SL_PI18,ETCH01,OP004,2612,2606,6,RUNNING,False,
1179,2025-01-23 09:25:09,WO-250109180000-631,FPC_SL_PI18,AOI_FPC01,OP004,2606,2484,122,RUNNING,False,
1180,2025-01-26 16:00:29,WO-250109180000-631,FPC_SL_PI18,TEST_E_FPC01,OP001,2484,2461,23,RUNNING,False,
1181,2025-01-16 23:55:14,WO-250110180000-681,MODULE_SENSOR_A,SMT_LINE1_PLACE,OP001,290,282,8,RUNNING,False,
1182,2025-01-19 02:32:14,WO-250110180000-681,MODULE_SENSOR_A,SMT_LINE1_REFLOW,OP001,282,281,1,RUNNING,False,
1183,2025-01-21 02:56:01,WO-250110180000-681,MODULE_SENSOR_A,AOI_ASSY01,OP003,281,280,1,RUNNING,False,
1184,2025-01-23 05:31:11,WO-250110180000-681,MODULE_SENSOR_A,TEST_FUNC_ASSY01,OP001,280,269,11,RUNNING,False,
1185,2025-01-15 00:35:22,WO-250111170000-633,FPC_DL_PI35,LAMINATE01,OP003,116,112,4,RUNNING,False,
1186,2025-01-15 06:23:12,WO-250111170000-633,FPC_DL_PI35,ETCH01,OP004,112,106,6,RUNNING,False,
1187,2025-01-15 13:05:11,WO-250111170000-633,FPC_DL_PI35,DRILL_LASER01,OP001,106,102,4,RUNNING,False,
1188,2025-01-15 19:12:26,WO-250111170000-633,FPC_DL_PI35,AOI_FPC01,OP003,102,100,2,RUNNING,False,
1189,2025-01-16 00:16:17,WO-250111170000-633,FPC_DL_PI35,TEST_E_FPC01,OP004,100,94,6,RUNNING,False,
1190,2025-01-22 04:42:22,WO-250111170000-115,FPC_DL_PI35,LAMINATE01,OP001,3898,3759,139,RUNNING,False,
1191,2025-01-29 16:30:59,WO-250111170000-115,FPC_DL_PI35,ETCH01,OP001,3759,3609,150,RUNNING,False,
1192,2025-02-05 19:28:20,WO-250111170000-115,FPC_DL_PI35,DRILL_LASER01,OP005,3609,3601,8,RUNNING,False,
1193,2025-02-12 13:22:50,WO-250111170000-115,FPC_DL_PI35,AOI_FPC01,OP005,3601,3484,117,RUNNING,False,
1194,2025-02-18 17:27:12,WO-250111170000-115,FPC_DL_PI35,TEST_E_FPC01,OP001,3484,3428,56,RUNNING,False,
1195,2025-01-15 23:51:31,WO-250111170000-546,MODULE_SENSOR_A,SMT_LINE1_PLACE,OP005,206,205,1,RUNNING,False,
1196,2025-01-17 08:38:25,WO-250111170000-546,MODULE_SENSOR_A,SMT_LINE1_REFLOW,OP005,205,204,1,RUNNING,False,
1197,2025-01-18 19:48:37,WO-250111170000-546,MODULE_SENSOR_A,AOI_ASSY01,OP004,204,203,1,RUNNING,False,
1198,2025-01-20 04:23:27,WO-250111170000-546,MODULE_SENSOR_A,TEST_FUNC_ASSY01,OP004,203,202,1,RUNNING,False,
1199,2025-01-30 09:55:43,WO-250108170000-843,ASSY01_FPC_SL_PI18,SMT_LINE1_PLACE,OP002,7677,7481,196,RUNNING,False,
1200,2025-02-13 04:28:36,WO-250108170000-843,ASSY01_FPC_SL_PI18,SMT_LINE1_REFLOW,OP002,7481,7458,23,RUNNING,False,
1201,2025-02-26 15:07:01,WO-250108170000-843,ASSY01_FPC_SL_PI18,AOI_ASSY01,OP003,7458,7261,197,RUNNING,False,
1202,2025-03-09 05:52:55,WO-250108170000-843,ASSY01_FPC_SL_PI18,TEST_FUNC_ASSY01,OP003,7261,7246,15,RUNNING,False,
1203,2025-03-18 13:08:10,WO-250109180000-368,MODULE_SENSOR_A,SMT_LINE1_PLACE,OP004,9566,9546,20,RUNNING,False,
1204,2025-05-10 22:44:10,WO-250109180000-368,MODULE_SENSOR_A,SMT_LINE1_REFLOW,OP002,9546,9331,215,RUNNING,False,
1205,2025-07-04 16:01:41,WO-250109180000-368,MODULE_SENSOR_A,AOI_ASSY01,OP002,9331,9312,19,RUNNING,False,
1206,2025-09-02 08:28:39,WO-250109180000-368,MODULE_SENSOR_A,TEST_FUNC_ASSY01,OP003,9312,8948,364,RUNNING,False,
1207,2025-01-19 14:14:45,WO-250110180000-642,FPC_SL_PI18,LAMINATE01,OP002,3741,3619,122,RUNNING,False,
1208,2025-01-23 14:44:38,WO-250110180000-642,FPC_SL_PI18,ETCH01,OP004,3619,3558,61,RUNNING,False,
1209,2025-01-27 06:39:58,WO-250110180000-642,FPC_SL_PI18,AOI_FPC01,OP001,3558,3371,187,RUNNING,False,
1210,2025-01-31 07:16:29,WO-250110180000-642,FPC_SL_PI18,TEST_E_FPC01,OP002,3371,3199,172,RUNNING,False,
1211,2025-01-17 20:13:50,WO-250112180000-872,FPC_ML4_MPI12,LAMINATE01,OP002,369,359,10,RUNNING,False,
1212,2025-01-19 20:33:34,WO-250112180000-872,FPC_ML4_MPI12,ETCH01,OP003,359,351,8,RUNNING,False,
1213,2025-01-21 16:44:15,WO-250112180000-872,FPC_ML4_MPI12,DRILL_LASER01,OP004,351,350,1,RUNNING,False,
1214,2025-01-23 10:38:30,WO-250112180000-872,FPC_ML4_MPI12,AOI_FPC01,OP005,350,336,14,RUNNING,False,
1215,2025-01-25 09:02:06,WO-250112180000-872,FPC_ML4_MPI12,TEST_E_FPC01,OP005,336,312,24,RUNNING,False,
1216,2025-01-18 11:37:26,WO-250112180000-333,FPC_SL_LCP9_HF,LAMINATE01,OP005,2083,2067,16,RUNNING,False,
1217,2025-01-21 17:05:47,WO-250112180000-333,FPC_SL_LCP9_HF,ETCH01,OP001,2067,1988,79,RUNNING,False,
1218,2025-01-24 06:27:33,WO-250112180000-333,FPC_SL_LCP9_HF,AOI_FPC01,OP004,1988,1982,6,RUNNING,False,
1219,2025-01-27 05:53:56,WO-250112180000-333,FPC_SL_LCP9_HF,TEST_E_FPC01,OP005,1982,1926,56,RUNNING,False,
1220,2025-01-20 05:31:14,WO-250109180000-572,ASSY01_FPC_SL_PI18,SMT_LINE1_PLACE,OP001,2042,2025,17,RUNNING,False,
1221,2025-01-24 11:57:13,WO-250109180000-572,ASSY01_FPC_SL_PI18,SMT_LINE1_REFLOW,OP003,2025,2020,5,RUNNING,False,
1222,2025-01-28 02:17:27,WO-250109180000-572,ASSY01_FPC_SL_PI18,AOI_ASSY01,OP002,2020,1976,44,RUNNING,False,
1223,2025-01-31 09:59:49,WO-250109180000-572,ASSY01_FPC_SL_PI18,TEST_FUNC_ASSY01,OP002,1976,1891,85,RUNNING,False,
1224,2025-01-16 20:56:41,WO-250109180000-829,FPC_DL_PI35,LAMINATE01,OP001,53,51,2,RUNNING,False,
1225,2025-01-16 23:55:30,WO-250109180000-829,FPC_DL_PI35,ETCH01,OP005,51,48,3,RUNNING,False,
1226,2025-01-17 02:30:34,WO-250109180000-829,FPC_DL_PI35,DRILL_LASER01,OP001,48,46,2,RUNNING,False,
1227,2025-01-17 04:56:45,WO-250109180000-829,FPC_DL_PI35,AOI_FPC01,OP002,46,43,3,RUNNING,False,
1228,2025-01-17 07:20:03,WO-250109180000-829,FPC_DL_PI35,TEST_E_FPC01,OP005,43,41,2,RUNNING,False,
