salesorderid,orderdate,requireddeliverydate,orderstatus,ordertotalamount,customerid,customername,salesorderlineid,productid,productname,producttype,targetyield,standardcycletime_seconds,quantityordered,lineunitprice,linetotalamount,linestatus
SO-20250121110400-921,2025-01-21,2025-02-25,Partially Shipped,88326.0,CUST002,Future Devices Inc.,335,ASSY01_FPC_SL_PI18,Assembled FPC SL PI18 with SMT 01005,Assembled_FPC,0.992,180,8165,7.8,63687.0,Partially_Shipped
SO-20250122110442-525,2025-01-22,2025-03-01,Partially Shipped,18723.8,CUST004,MediEquip Corp.,343,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,79,15.2,1200.8,Partially_Shipped
SO-20250113104211-167,2025-01-13,2025-02-04,Partially Shipped,1793.6,CUST003,AeroSpace Dynamics,295,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,118,15.2,1793.6,Partially_Shipped
SO-20250122110442-525,2025-01-22,2025-03-01,Partially Shipped,18723.8,CUST004,MediEquip Corp.,341,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,465,15.2,7068.0,Partially_Shipped
SO-20250122110442-525,2025-01-22,2025-03-01,Partially Shipped,18723.8,CUST004,MediEquip Corp.,342,ASSY02_FPC_ML4_MPI12,Assembled FPC ML4 MPI12 with Fine Pitch IC (ACF),Assembled_FPC,0.988,300,410,25.5,10455.0,Partially_Shipped
SO-20250114163054-401,2025-01-14,2025-01-28,Partially Shipped,5805.35,CUST002,Future Devices Inc.,302,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,473,5.75,2719.75,Partially_Shipped
SO-20250121110400-921,2025-01-21,2025-02-25,Partially Shipped,88326.0,CUST002,Future Devices Inc.,337,MODULE_SENSOR_A,Sensor Module with FPC_DL_PI35 & Housing,Module,0.995,600,441,45.0,19845.0,Partially_Shipped
SO-20250122092035-101,2025-01-22,2025-02-03,Partially Shipped,43091.1,CUST001,Global Tech Solutions,339,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,7354,5.75,42285.5,Partially_Shipped
SO-20250120092214-218,2025-01-20,2025-02-28,Partially Shipped,14279.5,CUST003,AeroSpace Dynamics,332,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,206,5.75,1184.5,Partially_Shipped
SO-20250115135231-345,2025-01-15,2025-02-22,Partially Shipped,10323.4,CUST003,AeroSpace Dynamics,305,ASSY01_FPC_SL_PI18,Assembled FPC SL PI18 with SMT 01005,Assembled_FPC,0.992,180,431,7.8,3361.8,Partially_Shipped
SO-20250126083943-189,2025-01-26,2025-02-28,Partially Shipped,36834.5,CUST001,Global Tech Solutions,366,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,5942,5.75,34166.5,Partially_Shipped
SO-20250116110223-398,2025-01-16,2025-02-23,Partially Shipped,62212.8,CUST003,AeroSpace Dynamics,310,ASSY01_FPC_SL_PI18,Assembled FPC SL PI18 with SMT 01005,Assembled_FPC,0.992,180,7976,7.8,62212.8,Partially_Shipped
SO-20250131161437-880,2025-01-31,2025-03-06,Partially Shipped,69404.4,CUST004,MediEquip Corp.,405,ASSY01_FPC_SL_PI18,Assembled FPC SL PI18 with SMT 01005,Assembled_FPC,0.992,180,8898,7.8,69404.4,Partially_Shipped
SO-20250130150356-242,2025-01-30,2025-02-12,Partially Shipped,58268.5,CUST004,MediEquip Corp.,396,ASSY02_FPC_ML4_MPI12,Assembled FPC ML4 MPI12 with Fine Pitch IC (ACF),Assembled_FPC,0.988,300,312,25.5,7956.0,Partially_Shipped
SO-20250123155202-311,2025-01-23,2025-02-27,Partially Shipped,105627.1,CUST003,AeroSpace Dynamics,350,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,9959,8.9,88635.1,Partially_Shipped
SO-20250129123136-223,2025-01-29,2025-03-01,Partially Shipped,23496.0,CUST004,MediEquip Corp.,394,MODULE_SENSOR_A,Sensor Module with FPC_DL_PI35 & Housing,Module,0.995,600,445,45.0,20025.0,Partially_Shipped
SO-20250131115204-154,2025-01-31,2025-02-16,Partially Shipped,98860.0,CUST005,Automotive Innovations Ltd.,410,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,3776,15.2,57395.2,Partially_Shipped
SO-20250129164324-623,2025-01-29,2025-03-03,Partially Shipped,12305.8,CUST001,Global Tech Solutions,387,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,445,15.2,6764.0,Partially_Shipped
SO-20250129161829-788,2025-01-29,2025-02-23,Partially Shipped,66312.5,CUST005,Automotive Innovations Ltd.,389,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,5125,8.9,45612.5,Partially_Shipped
SO-20250123155202-311,2025-01-23,2025-02-27,Partially Shipped,105627.1,CUST003,AeroSpace Dynamics,352,MODULE_SENSOR_A,Sensor Module with FPC_DL_PI35 & Housing,Module,0.995,600,296,45.0,13320.0,Partially_Shipped
SO-20250131110102-832,2025-01-31,2025-02-10,Partially Shipped,597.5,CUST001,Global Tech Solutions,404,FPC_SL_PI18,FPC Single Layer Polyimide 18um Cu,FPC,0.985,120,239,2.5,597.5,Partially_Shipped
SO-20250123162846-238,2025-01-23,2025-02-17,Partially Shipped,354897.0,CUST005,Automotive Innovations Ltd.,353,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,1116,5.75,6417.0,Partially_Shipped
SO-20250126131733-553,2025-01-26,2025-02-26,Partially Shipped,50066.6,CUST003,AeroSpace Dynamics,368,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,243,15.2,3693.6,Partially_Shipped
SO-20250123155202-311,2025-01-23,2025-02-27,Partially Shipped,105627.1,CUST003,AeroSpace Dynamics,351,ASSY02_FPC_ML4_MPI12,Assembled FPC ML4 MPI12 with Fine Pitch IC (ACF),Assembled_FPC,0.988,300,144,25.5,3672.0,Partially_Shipped
SO-20250123103023-241,2025-01-23,2025-02-22,Partially Shipped,85674.3,CUST004,MediEquip Corp.,349,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,8426,8.9,74991.4,Partially_Shipped
SO-20250130121829-733,2025-01-30,2025-03-02,Partially Shipped,54684.6,CUST001,Global Tech Solutions,398,ASSY02_FPC_ML4_MPI12,Assembled FPC ML4 MPI12 with Fine Pitch IC (ACF),Assembled_FPC,0.988,300,255,25.5,6502.5,Partially_Shipped
SO-20250123103023-241,2025-01-23,2025-02-22,Partially Shipped,85674.3,CUST004,MediEquip Corp.,348,FPC_SL_PI18,FPC Single Layer Polyimide 18um Cu,FPC,0.985,120,3433,2.5,8582.5,Partially_Shipped
SO-20250122143847-233,2025-01-22,2025-02-07,Partially Shipped,17354.0,CUST003,AeroSpace Dynamics,345,MODULE_SENSOR_A,Sensor Module with FPC_DL_PI35 & Housing,Module,0.995,600,126,45.0,5670.0,Partially_Shipped
SO-20250130140627-835,2025-01-30,2025-03-10,Partially Shipped,3657.9,CUST001,Global Tech Solutions,403,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,411,8.9,3657.9,Partially_Shipped
SO-20250128091544-342,2025-01-28,2025-02-18,Partially Shipped,56642.0,CUST005,Automotive Innovations Ltd.,379,MODULE_SENSOR_A,Sensor Module with FPC_DL_PI35 & Housing,Module,0.995,600,76,45.0,3420.0,Partially_Shipped
SO-20250126131956-413,2025-01-26,2025-03-12,Partially Shipped,55598.3,CUST003,AeroSpace Dynamics,370,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,6247,8.9,55598.3,Partially_Shipped
SO-20250126131733-553,2025-01-26,2025-02-26,Partially Shipped,50066.6,CUST003,AeroSpace Dynamics,369,FPC_SL_PI18,FPC Single Layer Polyimide 18um Cu,FPC,0.985,120,55,2.5,137.5,Partially_Shipped
SO-20250129161829-788,2025-01-29,2025-02-23,Partially Shipped,66312.5,CUST005,Automotive Innovations Ltd.,388,MODULE_SENSOR_A,Sensor Module with FPC_DL_PI35 & Housing,Module,0.995,600,106,45.0,4770.0,Partially_Shipped
SO-20250126151643-911,2025-01-26,2025-03-03,Partially Shipped,217.5,CUST004,MediEquip Corp.,371,FPC_SL_PI18,FPC Single Layer Polyimide 18um Cu,FPC,0.985,120,87,2.5,217.5,Partially_Shipped
SO-20250127134424-235,2025-01-27,2025-02-28,Partially Shipped,934.5,CUST004,MediEquip Corp.,372,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,105,8.9,934.5,Partially_Shipped
SO-20250122143847-233,2025-01-22,2025-02-07,Partially Shipped,17354.0,CUST003,AeroSpace Dynamics,344,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,1754,5.75,10085.5,Partially_Shipped
SO-20250123103023-241,2025-01-23,2025-02-22,Partially Shipped,85674.3,CUST004,MediEquip Corp.,347,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,236,8.9,2100.4,Partially_Shipped
SO-20250123162846-238,2025-01-23,2025-02-17,Partially Shipped,354897.0,CUST005,Automotive Innovations Ltd.,354,MODULE_SENSOR_A,Sensor Module with FPC_DL_PI35 & Housing,Module,0.995,600,7441,45.0,334845.0,Partially_Shipped
SO-20250127125502-986,2025-01-27,2025-02-11,Partially Shipped,46826.8,CUST005,Automotive Innovations Ltd.,374,ASSY01_FPC_SL_PI18,Assembled FPC SL PI18 with SMT 01005,Assembled_FPC,0.992,180,5906,7.8,46066.8,Partially_Shipped
SO-20250128083214-386,2025-01-28,2025-02-16,Partially Shipped,113084.0,CUST002,Future Devices Inc.,384,FPC_SL_PI18,FPC Single Layer Polyimide 18um Cu,FPC,0.985,120,170,2.5,425.0,Partially_Shipped
SO-20250125134809-578,2025-01-25,2025-03-10,Partially Shipped,5066.6,CUST001,Global Tech Solutions,362,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,223,15.2,3389.6,Partially_Shipped
SO-20250131125255-282,2025-01-31,2025-02-20,Partially Shipped,38011.0,CUST002,Future Devices Inc.,406,MODULE_SENSOR_A,Sensor Module with FPC_DL_PI35 & Housing,Module,0.995,600,105,45.0,4725.0,Partially_Shipped
SO-20250124084643-388,2025-01-24,2025-02-16,Partially Shipped,73890.0,CUST001,Global Tech Solutions,356,MODULE_SENSOR_A,Sensor Module with FPC_DL_PI35 & Housing,Module,0.995,600,1642,45.0,73890.0,Partially_Shipped
SO-20250124155459-772,2025-01-24,2025-02-09,Partially Shipped,172322.4,CUST001,Global Tech Solutions,361,ASSY02_FPC_ML4_MPI12,Assembled FPC ML4 MPI12 with Fine Pitch IC (ACF),Assembled_FPC,0.988,300,6714,25.5,171207.0,Partially_Shipped
SO-20250127125502-986,2025-01-27,2025-02-11,Partially Shipped,46826.8,CUST005,Automotive Innovations Ltd.,373,FPC_SL_PI18,FPC Single Layer Polyimide 18um Cu,FPC,0.985,120,167,2.5,417.5,Partially_Shipped
SO-20250127125502-986,2025-01-27,2025-02-11,Partially Shipped,46826.8,CUST005,Automotive Innovations Ltd.,375,FPC_SL_PI18,FPC Single Layer Polyimide 18um Cu,FPC,0.985,120,137,2.5,342.5,Partially_Shipped
SO-20250124161751-374,2025-01-24,2025-03-04,Partially Shipped,25213.5,CUST002,Future Devices Inc.,359,MODULE_SENSOR_A,Sensor Module with FPC_DL_PI35 & Housing,Module,0.995,600,162,45.0,7290.0,Partially_Shipped
SO-20250129164324-623,2025-01-29,2025-03-03,Partially Shipped,12305.8,CUST001,Global Tech Solutions,385,FPC_SL_PI18,FPC Single Layer Polyimide 18um Cu,FPC,0.985,120,483,2.5,1207.5,Partially_Shipped
SO-20250129142120-362,2025-01-29,2025-02-17,Partially Shipped,2888.0,CUST001,Global Tech Solutions,391,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,190,15.2,2888.0,Partially_Shipped
SO-20250130150356-242,2025-01-30,2025-02-12,Partially Shipped,58268.5,CUST004,MediEquip Corp.,395,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,8750,5.75,50312.5,Partially_Shipped
SO-20250129164324-623,2025-01-29,2025-03-03,Partially Shipped,12305.8,CUST001,Global Tech Solutions,386,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,487,8.9,4334.3,Partially_Shipped
SO-20250128125232-141,2025-01-28,2025-03-10,Partially Shipped,144010.1,CUST005,Automotive Innovations Ltd.,381,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,8963,15.2,136237.6,Partially_Shipped
SO-20250130121829-733,2025-01-30,2025-03-02,Partially Shipped,54684.6,CUST001,Global Tech Solutions,399,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,5121,8.9,45576.9,Partially_Shipped
SO-20250122092035-101,2025-01-22,2025-02-03,Partially Shipped,43091.1,CUST001,Global Tech Solutions,340,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,53,15.2,805.6,Partially_Shipped
SO-20250123162846-238,2025-01-23,2025-02-17,Partially Shipped,354897.0,CUST005,Automotive Innovations Ltd.,355,MODULE_SENSOR_A,Sensor Module with FPC_DL_PI35 & Housing,Module,0.995,600,303,45.0,13635.0,Partially_Shipped
SO-20250124155459-772,2025-01-24,2025-02-09,Partially Shipped,172322.4,CUST001,Global Tech Solutions,360,ASSY01_FPC_SL_PI18,Assembled FPC SL PI18 with SMT 01005,Assembled_FPC,0.992,180,143,7.8,1115.4,Partially_Shipped
SO-20250129123136-223,2025-01-29,2025-03-01,Partially Shipped,23496.0,CUST004,MediEquip Corp.,392,ASSY01_FPC_SL_PI18,Assembled FPC SL PI18 with SMT 01005,Assembled_FPC,0.992,180,187,7.8,1458.6,Partially_Shipped
SO-20250129123136-223,2025-01-29,2025-03-01,Partially Shipped,23496.0,CUST004,MediEquip Corp.,393,ASSY01_FPC_SL_PI18,Assembled FPC SL PI18 with SMT 01005,Assembled_FPC,0.992,180,258,7.8,2012.4,Partially_Shipped
SO-20250129161829-788,2025-01-29,2025-02-23,Partially Shipped,66312.5,CUST005,Automotive Innovations Ltd.,390,MODULE_SENSOR_A,Sensor Module with FPC_DL_PI35 & Housing,Module,0.995,600,354,45.0,15930.0,Partially_Shipped
SO-20250126083943-189,2025-01-26,2025-02-28,Partially Shipped,36834.5,CUST001,Global Tech Solutions,365,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,464,5.75,2668.0,Partially_Shipped
SO-20250124161751-374,2025-01-24,2025-03-04,Partially Shipped,25213.5,CUST002,Future Devices Inc.,357,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,1650,8.9,14685.0,Partially_Shipped
SO-20250124161751-374,2025-01-24,2025-03-04,Partially Shipped,25213.5,CUST002,Future Devices Inc.,358,ASSY02_FPC_ML4_MPI12,Assembled FPC ML4 MPI12 with Fine Pitch IC (ACF),Assembled_FPC,0.988,300,127,25.5,3238.5,Partially_Shipped
SO-20250122143847-233,2025-01-22,2025-02-07,Partially Shipped,17354.0,CUST003,AeroSpace Dynamics,346,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,278,5.75,1598.5,Partially_Shipped
SO-20250130121829-733,2025-01-30,2025-03-02,Partially Shipped,54684.6,CUST001,Global Tech Solutions,397,ASSY01_FPC_SL_PI18,Assembled FPC SL PI18 with SMT 01005,Assembled_FPC,0.992,180,334,7.8,2605.2,Partially_Shipped
SO-20250130151727-474,2025-01-30,2025-02-11,Partially Shipped,1817.75,CUST002,Future Devices Inc.,400,FPC_SL_PI18,FPC Single Layer Polyimide 18um Cu,FPC,0.985,120,182,2.5,455.0,Partially_Shipped
SO-20250130151727-474,2025-01-30,2025-02-11,Partially Shipped,1817.75,CUST002,Future Devices Inc.,401,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,237,5.75,1362.75,Partially_Shipped
SO-20250131115204-154,2025-01-31,2025-02-16,Partially Shipped,98860.0,CUST005,Automotive Innovations Ltd.,408,ASSY01_FPC_SL_PI18,Assembled FPC SL PI18 with SMT 01005,Assembled_FPC,0.992,180,3603,7.8,28103.4,Partially_Shipped
SO-20250130080619-945,2025-01-30,2025-03-13,Partially Shipped,595.0,CUST004,MediEquip Corp.,402,FPC_SL_PI18,FPC Single Layer Polyimide 18um Cu,FPC,0.985,120,238,2.5,595.0,Partially_Shipped
SO-20250128125232-141,2025-01-28,2025-03-10,Partially Shipped,144010.1,CUST005,Automotive Innovations Ltd.,382,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,125,8.9,1112.5,Partially_Shipped
SO-20250128131624-381,2025-01-28,2025-02-11,Partially Shipped,29955.6,CUST001,Global Tech Solutions,377,ASSY01_FPC_SL_PI18,Assembled FPC SL PI18 with SMT 01005,Assembled_FPC,0.992,180,1077,7.8,8400.6,Partially_Shipped
SO-20250125134809-578,2025-01-25,2025-03-10,Partially Shipped,5066.6,CUST001,Global Tech Solutions,363,ASSY01_FPC_SL_PI18,Assembled FPC SL PI18 with SMT 01005,Assembled_FPC,0.992,180,215,7.8,1677.0,Partially_Shipped
SO-20250125144059-894,2025-01-25,2025-02-18,Partially Shipped,6732.0,CUST005,Automotive Innovations Ltd.,364,ASSY02_FPC_ML4_MPI12,Assembled FPC ML4 MPI12 with Fine Pitch IC (ACF),Assembled_FPC,0.988,300,264,25.5,6732.0,Partially_Shipped
SO-20250128091544-342,2025-01-28,2025-02-18,Partially Shipped,56642.0,CUST005,Automotive Innovations Ltd.,378,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,5980,8.9,53222.0,Partially_Shipped
SO-20250128131624-381,2025-01-28,2025-02-11,Partially Shipped,29955.6,CUST001,Global Tech Solutions,376,MODULE_SENSOR_A,Sensor Module with FPC_DL_PI35 & Housing,Module,0.995,600,479,45.0,21555.0,Partially_Shipped
SO-20250201080126-258,2025-02-01,2025-03-06,Partially Shipped,59733.6,CUST004,MediEquip Corp.,412,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,153,15.2,2325.6,Partially_Shipped
SO-20250131125255-282,2025-01-31,2025-02-20,Partially Shipped,38011.0,CUST002,Future Devices Inc.,407,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,3740,8.9,33286.0,Partially_Shipped
SO-20250128125232-141,2025-01-28,2025-03-10,Partially Shipped,144010.1,CUST005,Automotive Innovations Ltd.,380,MODULE_SENSOR_A,Sensor Module with FPC_DL_PI35 & Housing,Module,0.995,600,148,45.0,6660.0,Partially_Shipped
SO-20250128083214-386,2025-01-28,2025-02-16,Partially Shipped,113084.0,CUST002,Future Devices Inc.,383,ASSY02_FPC_ML4_MPI12,Assembled FPC ML4 MPI12 with Fine Pitch IC (ACF),Assembled_FPC,0.988,300,4418,25.5,112659.0,Partially_Shipped
SO-20250208133603-419,2025-02-08,2025-03-05,Partially Shipped,6817.05,CUST003,AeroSpace Dynamics,453,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,319,8.9,2839.1,Partially_Shipped
SO-20250209080110-417,2025-02-09,2025-03-08,Partially Shipped,19845.0,CUST005,Automotive Innovations Ltd.,457,MODULE_SENSOR_A,Sensor Module with FPC_DL_PI35 & Housing,Module,0.995,600,441,45.0,19845.0,Partially_Shipped
SO-20250201161234-251,2025-02-01,2025-03-12,Partially Shipped,5763.0,CUST001,Global Tech Solutions,411,ASSY02_FPC_ML4_MPI12,Assembled FPC ML4 MPI12 with Fine Pitch IC (ACF),Assembled_FPC,0.988,300,226,25.5,5763.0,Partially_Shipped
SO-20250126131733-553,2025-01-26,2025-02-26,Partially Shipped,50066.6,CUST003,AeroSpace Dynamics,367,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,5195,8.9,46235.5,Partially_Shipped
SO-20250208152755-359,2025-02-08,2025-02-18,Partially Shipped,464419.8,CUST001,Global Tech Solutions,447,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,432,8.9,3844.8,Partially_Shipped
SO-20250209134122-415,2025-02-09,2025-03-24,Partially Shipped,107634.9,CUST005,Automotive Innovations Ltd.,458,FPC_SL_PI18,FPC Single Layer Polyimide 18um Cu,FPC,0.985,120,4447,2.5,11117.5,Partially_Shipped
SO-20250202091745-304,2025-02-02,2025-03-09,Partially Shipped,96944.3,CUST001,Global Tech Solutions,419,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,75,8.9,667.5,Partially_Shipped
SO-20250210114303-535,2025-02-10,2025-03-02,Partially Shipped,16491.5,CUST005,Automotive Innovations Ltd.,463,MODULE_SENSOR_A,Sensor Module with FPC_DL_PI35 & Housing,Module,0.995,600,128,45.0,5760.0,Partially_Shipped
SO-20250207101441-552,2025-02-07,2025-02-20,Partially Shipped,28734.8,CUST002,Future Devices Inc.,441,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,149,15.2,2264.8,Partially_Shipped
SO-20250212103154-559,2025-02-12,2025-03-18,Partially Shipped,8426.5,CUST003,AeroSpace Dynamics,469,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,209,8.9,1860.1,Partially_Shipped
SO-20250202154403-987,2025-02-02,2025-03-06,Partially Shipped,128823.4,CUST004,MediEquip Corp.,417,ASSY01_FPC_SL_PI18,Assembled FPC SL PI18 with SMT 01005,Assembled_FPC,0.992,180,1176,7.8,9172.8,Partially_Shipped
SO-20250210114303-535,2025-02-10,2025-03-02,Partially Shipped,16491.5,CUST005,Automotive Innovations Ltd.,461,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,172,5.75,989.0,Partially_Shipped
SO-20250211094358-916,2025-02-11,2025-03-13,Partially Shipped,492000.6,CUST004,MediEquip Corp.,466,MODULE_SENSOR_A,Sensor Module with FPC_DL_PI35 & Housing,Module,0.995,600,9828,45.0,442260.0,Partially_Shipped
SO-20250211094358-916,2025-02-11,2025-03-13,Partially Shipped,492000.6,CUST004,MediEquip Corp.,467,ASSY01_FPC_SL_PI18,Assembled FPC SL PI18 with SMT 01005,Assembled_FPC,0.992,180,6377,7.8,49740.6,Partially_Shipped
SO-20250206130143-341,2025-02-06,2025-03-01,Partially Shipped,207350.25,CUST003,AeroSpace Dynamics,437,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,213,5.75,1224.75,Partially_Shipped
SO-20250211091005-690,2025-02-11,2025-03-04,Partially Shipped,26329.25,CUST002,Future Devices Inc.,465,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,4579,5.75,26329.25,Partially_Shipped
SO-20250201125330-361,2025-02-01,2025-02-18,Partially Shipped,77815.6,CUST005,Automotive Innovations Ltd.,415,ASSY02_FPC_ML4_MPI12,Assembled FPC ML4 MPI12 with Fine Pitch IC (ACF),Assembled_FPC,0.988,300,284,25.5,7242.0,Partially_Shipped
SO-20250131115204-154,2025-01-31,2025-02-16,Partially Shipped,98860.0,CUST005,Automotive Innovations Ltd.,409,ASSY01_FPC_SL_PI18,Assembled FPC SL PI18 with SMT 01005,Assembled_FPC,0.992,180,1713,7.8,13361.4,Partially_Shipped
SO-20250210114303-535,2025-02-10,2025-03-02,Partially Shipped,16491.5,CUST005,Automotive Innovations Ltd.,462,FPC_SL_PI18,FPC Single Layer Polyimide 18um Cu,FPC,0.985,120,3897,2.5,9742.5,Partially_Shipped
SO-20250208133603-419,2025-02-08,2025-03-05,Partially Shipped,6817.05,CUST003,AeroSpace Dynamics,451,ASSY01_FPC_SL_PI18,Assembled FPC SL PI18 with SMT 01005,Assembled_FPC,0.992,180,409,7.8,3190.2,Partially_Shipped
SO-20250202091745-304,2025-02-02,2025-03-09,Partially Shipped,96944.3,CUST001,Global Tech Solutions,420,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,6334,15.2,96276.8,Partially_Shipped
SO-20250201125330-361,2025-02-01,2025-02-18,Partially Shipped,77815.6,CUST005,Automotive Innovations Ltd.,414,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,4643,15.2,70573.6,Partially_Shipped
SO-20250206145544-985,2025-02-06,2025-03-08,Partially Shipped,1647.5,CUST005,Automotive Innovations Ltd.,435,FPC_SL_PI18,FPC Single Layer Polyimide 18um Cu,FPC,0.985,120,266,2.5,665.0,Partially_Shipped
SO-20250207121020-206,2025-02-07,2025-02-25,Partially Shipped,68670.0,CUST003,AeroSpace Dynamics,440,MODULE_SENSOR_A,Sensor Module with FPC_DL_PI35 & Housing,Module,0.995,600,1526,45.0,68670.0,Partially_Shipped
SO-20250208132743-530,2025-02-08,2025-03-21,Partially Shipped,6156.0,CUST004,MediEquip Corp.,454,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,405,15.2,6156.0,Partially_Shipped
SO-20250208152755-359,2025-02-08,2025-02-18,Partially Shipped,464419.8,CUST001,Global Tech Solutions,446,MODULE_SENSOR_A,Sensor Module with FPC_DL_PI35 & Housing,Module,0.995,600,419,45.0,18855.0,Partially_Shipped
SO-20250203133139-888,2025-02-03,2025-03-06,Partially Shipped,21670.0,CUST001,Global Tech Solutions,422,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,380,5.75,2185.0,Partially_Shipped
